KASE_BMC 2013-01-03 - 2026-01-29;;;;
Дата;KASE_BMC;;;
03.10.25;96,4521;;;
06.10.25;96,4153;;;
07.10.25;96,335;;;
08.10.25;96,5241;;;
09.10.25;96,2927;;;
10.10.25;96,3267;;;
13.10.25;96,122;;;
14.10.25;96,1464;;;
15.10.25;95,9147;;;
16.10.25;96,0975;;;
17.10.25;96,2681;;;
20.10.25;96,1796;;;
21.10.25;96,1478;;;
22.10.25;96,1257;;;
23.10.25;96,165;;;
24.10.25;95,2223;;;
28.10.25;95,3443;;;
29.10.25;95,1454;;;
30.10.25;95,3446;;;
31.10.25;95,3759;;;
03.11.25;95,311;;;
04.11.25;95,2878;;;
05.11.25;95,344;;;
06.11.25;95,3775;;;
07.11.25;95,3438;;;
10.11.25;95,356;;;
11.11.25;95,4746;;;
12.11.25;95,4238;;;
13.11.25;95,3152;;;
14.11.25;95,4007;;;
17.11.25;95,3668;;;
18.11.25;95,2929;;;
19.11.25;95,3294;;;
20.11.25;95,3599;;;
21.11.25;95,4621;;;
24.11.25;95,4801;;;
25.11.25;95,5622;;;
26.11.25;95,631;;;
27.11.25;95,6985;;;
28.11.25;95,4573;;;
01.12.25;95,3866;;;
02.12.25;95,4365;;;
03.12.25;95,4375;;;
04.12.25;95,5361;;;
05.12.25;95,5046;;;
08.12.25;95,531;;;
09.12.25;95,5459;;;
10.12.25;95,5096;;;
11.12.25;95,7625;;;
12.12.25;95,4794;;;
15.12.25;95,8613;;;
17.12.25;95,8021;;;
18.12.25;95,8523;;;
19.12.25;95,9119;;;
22.12.25;95,5462;;;
23.12.25;96,0681;;;
24.12.25;96,311;;;
25.12.25;96,5022;;;
26.12.25;96,4948;;;
29.12.25;96,6246;;;
30.12.25;96,1779;;;
31.12.25;96,1072;;;
05.01.26;96,2969;;;
06.01.26;96,2547;;;
08.01.26;96,3101;;;
09.01.26;96,2411;;;
12.01.26;96,4557;;;
13.01.26;96,3819;;;
14.01.26;96,3599;;;
15.01.26;96,1169;;;
16.01.26;96,2075;;;
19.01.26;95,8884;;;
20.01.26;95,9386;;;
21.01.26;95,9229;;;
22.01.26;96,0442;;;
23.01.26;96,0301;;;
26.01.26;96,1451;;;
27.01.26;96,1505;;;
28.01.26;96,257;;;
29.01.26;96,2365;;;
