,loans_kz_total,loans_kz_biz_total,loans_kz_biz_kzt,loans_kz_biz_foreign,loans_kz_biz_small,loans_kz_biz_medium,loans_kz_biz_large,loans_kz_ind_total,loans_kz_ind_kzt,loans_kz_ind_foreign,loans_kz_ind_mortgage,loans_kz_ind_consumer,loans_kz_ind_others,cpi_kz_eoy_alcohol_tobacco,cpi_kz_eoy_soft_drinks,cpi_kz_eoy_housing_utilities,cpi_kz_eoy_health,cpi_kz_eoy_non_food_total,cpi_kz_eoy_education,cpi_kz_eoy_clothing_footwear,cpi_kz_eoy_recreation,cpi_kz_eoy_services_total,cpi_kz_eoy_household_items,cpi_kz_eoy_food_total,cpi_kz_eoy_food_only,cpi_kz_eoy_miscellaneous,cpi_kz_eoy_hotels_restaurants,cpi_kz_eoy_communication,cpi_kz_eoy_all,cpi_kz_eoy_transport,bond_kz_govt_cp_short_u1y,bond_kz_govt_cp_mid_1-5y,bond_kz_govt_cp_long_o5y,bond_kz_govt_cp_total,KASE_BMC,macro_kz_gdp_per_capita_usd,macro_kz_gdp_per_capita_kzt,macro_kz_gdp_per_capita_real_growth_pct,macro_kz_usd_kzt_avg,macro_kz_base_rate,macro_ru_key_rate,macro_ru_inflation_yoy,macro_ru_cpi_all_yoy,macro_ru_cpi_food_yoy,macro_ru_cpi_food_excl_alc_yoy,macro_ru_cpi_nonfood_yoy,macro_ru_cpi_services_yoy,bond_ru_ofz_yield_3m,bond_ru_ofz_yield_6m,bond_ru_ofz_yield_9m,bond_ru_ofz_yield_1y,bond_ru_ofz_yield_2y,bond_ru_ofz_yield_3y,bond_ru_ofz_yield_5y,bond_ru_ofz_yield_7y,bond_ru_ofz_yield_10y,bond_ru_ofz_yield_15y,bond_ru_ofz_yield_20y,macro_ru_labor_force,macro_ru_labor_employed,macro_ru_labor_unemployed,macro_ru_labor_participation_rate,macro_ru_labor_employment_rate,macro_ru_labor_unemployment_rate,macro_ru_ruonia_rate,macro_ru_ruonia_vol,bond_ru_corp_price_close,bond_ru_corp_yield,bond_ru_corp_duration,brent_price
2022-12-31,0.0007824013684363251,0.0010351199802656197,0.001131906236377489,0.0007101233593687084,0.0005503213737796386,0.0016640889917329815,0.0012741404852363303,0.0005615341625535564,0.0005636989247399526,-0.00404048395657064,0.0009794947989636427,0.00031550432048277344,0.0005290913732007851,1.4210854715202004e-14,111.44027397260274,0.0,0.0,109.12821917808219,109.61342465753424,111.31726027397261,-1.4210854715202004e-14,0.0,107.06356164383561,108.54602739726027,108.04794520547945,111.84465753424658,108.0468493150685,100.30794520547946,109.82876712328766,109.78986301369862,0.0,0.0,0.0,0.0,0.0,1.8189894035458565e-12,0.0,1.4210854715202004e-14,5.684341886080802e-14,0.0,0.0,-0.005483870967742277,108.65869565217392,107.27260869565218,107.395,107.61347826086956,-1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75599.48387096774,3.1290322580753127,-2.5806451612902492,62.39354838709677,0.009677419354844119,-0.003225806451612634,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,0.0007824013684363251,0.0010351199802656197,0.0011319062363739363,0.000710123359366932,0.0005503213737796386,0.0016640889917329815,0.0012741404852363303,0.0005615341625535564,0.0005636989247399526,-0.00404048395657064,0.000979494798965419,0.0003155043204809971,0.0005290913732007851,0.0,111.4,0.0,0.0,109.1,109.6,111.3,1.4210854715202004e-14,0.0,107.0,108.5,108.0,111.8,108.0,100.3,109.8,109.8,0.0,0.0,0.0,0.0,0.0,-1.8189894035458565e-12,0.0,-1.4210854715202004e-14,0.0,0.0,0.0,-0.005483870967742277,108.62,107.23,107.35,107.55,1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75600.0,3.129032258060761,-2.5806451612902492,62.4,0.009677419354837014,-0.003225806451613078,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02,-0.00010040472921701848,-0.00046583077637052384,-0.0004209730147302082,-0.0006179093298790406,-0.0006348557891104889,-0.0006826763729979035,-0.0002327744948242838,0.0002179273353029032,0.0002184700599556777,-0.0010467297932628128,0.0002956002164005156,0.00018427630936024286,9.784699291337517e-05,0.0008219178082100598,111.39178082191782,0.005479452054800049,-0.005205479452058626,109.09780821917808,109.59671232876711,111.29780821917808,0.04876712328766075,0.0071232876712343796,106.99342465753425,108.49178082191781,107.99205479452054,111.79342465753425,108.00657534246575,100.34547945205479,109.79671232876711,109.78986301369862,0.0,0.0,0.0,0.0,0.0,-1.0564383561631985,168.65452054794878,-0.01041095890410304,0.047397260273953634,0.0,0.0,-0.025161290322580854,108.55411111111111,107.1468888888889,107.26366666666667,107.46944444444445,-0.018855072463779265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75594.54838709677,-2.2903225806512637,-3.193548387096598,62.39677419354839,0.0,-0.003225806451613078,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03,-0.00010040472921346577,-0.00046583077637052384,-0.0004209730147337609,-0.0006179093298772642,-0.0006348557891104889,-0.0006826763729979035,-0.00023277449482250745,0.0002179273352993505,0.0002184700599556777,-0.0010467297932628128,0.0002956002164005156,0.00018427630936201922,9.784699291337517e-05,1.4210854715202004e-14,111.38356164383562,-1.4210854715202004e-14,1.4210854715202004e-14,109.09561643835616,109.59342465753424,111.29561643835616,1.4210854715202004e-14,0.0,106.9868493150685,108.48356164383561,107.9841095890411,111.7868493150685,108.0131506849315,100.39095890410958,109.79342465753425,109.77972602739726,0.0,0.0,0.0,0.0,0.0,-1.8189894035458565e-12,0.0,0.0,0.0,0.0,0.0,-0.025161290322580854,108.48822222222222,107.06377777777779,107.17733333333332,107.38888888888889,1.4210854715202004e-14,-0.08000000000000007,-0.16000000000000014,-0.20999999999999996,-0.2400000000000002,-0.2599999999999998,-0.1999999999999993,-0.08999999999999986,-0.030000000000001137,-0.040000000000000924,-0.05000000000000071,-0.08000000000000007,75589.09677419355,-2.290322580636712,-3.193548387097053,62.39354838709677,0.0,-0.003225806451612634,0.0,0.0,1.009999999999991,-0.120000000000001,-2.0,0.0
2023-01-04,-0.00010040472921701848,-0.00046583077637052384,-0.0004209730147302082,-0.0006179093298790406,-0.0006348557891104889,-0.0006826763729961272,-0.0002327744948242838,0.0002179273353029032,0.0002184700599556777,-0.0010467297932628128,0.0002956002164005156,0.00018427630936024286,9.784699291337517e-05,-1.4210854715202004e-14,111.37534246575343,1.4210854715202004e-14,-1.4210854715202004e-14,109.09342465753424,109.59013698630136,111.29342465753425,-1.4210854715202004e-14,0.0,106.98027397260275,108.47534246575343,107.97616438356164,111.78027397260274,108.01972602739725,100.43643835616439,109.79013698630136,109.76958904109588,1.0799999999999272,4.600000000000023,-15.100000000000023,0.0,-0.0502000000000038,1.8189894035458565e-12,0.0,0.0,0.0,0.0,0.0,-0.025161290322580854,108.42233333333334,106.98066666666666,107.091,107.30833333333334,-1.4210854715202004e-14,0.20000000000000018,0.1200000000000001,0.0600000000000005,0.020000000000000462,-0.0600000000000005,-0.07000000000000028,-0.02999999999999936,-0.019999999999999574,0.009999999999999787,0.019999999999999574,0.019999999999999574,75583.64516129032,-2.2903225806512637,-3.193548387096598,62.39032258064516,0.0,-0.003225806451613078,0.0,0.0,0.3200000000000216,-0.049999999999998934,0.0,0.0
2023-01-05,-0.00010040472921346577,-0.00046583077637052384,-0.0004209730147337609,-0.0006179093298790406,-0.0006348557891104889,-0.0006826763729979035,-0.0002327744948242838,0.0002179273352993505,0.0002184700599592304,-0.0010467297932610364,0.00029560021640229195,0.00018427630936201922,9.784699291337517e-05,1.4210854715202004e-14,111.36712328767123,0.0,1.4210854715202004e-14,109.09123287671233,109.58684931506849,111.29123287671233,0.0,0.0,106.97369863013698,108.46712328767123,107.9682191780822,111.77369863013698,108.02630136986302,100.48191780821918,109.7868493150685,109.75945205479452,4.480000000000018,-6.210000000000036,-17.06000000000006,0.0,-0.033699999999996066,0.0,0.0,0.0,5.684341886080802e-14,0.0,0.0,-0.025161290322579077,108.35644444444445,106.89755555555556,107.00466666666667,107.22777777777777,1.4210854715202004e-14,0.1800000000000006,0.1200000000000001,0.08000000000000007,0.02999999999999936,-0.03000000000000025,-0.03999999999999915,-0.03999999999999915,-0.019999999999999574,-0.019999999999999574,-0.009999999999999787,0.009999999999999787,75578.19354838709,-2.290322580636712,-3.193548387097053,62.387096774193544,0.0,-0.003225806451612634,0.0,0.0,0.23999999999998067,-0.009999999999999787,0.0,0.0
2023-01-06,-0.00010040472921701848,-0.00046583077637052384,-0.0004209730147302082,-0.0006179093298790406,-0.0006348557891104889,-0.0006826763729979035,-0.0002327744948242838,0.0002179273353029032,0.0002184700599556777,-0.0010467297932628128,0.0002956002164005156,0.00018427630936024286,9.784699291337517e-05,-1.4210854715202004e-14,111.35890410958905,-1.4210854715202004e-14,-1.4210854715202004e-14,109.08904109589041,109.58356164383561,111.28904109589041,0.0,0.0,106.96712328767123,108.45890410958904,107.96027397260274,111.76712328767123,108.03287671232877,100.52739726027397,109.78356164383561,109.74931506849315,0.7699999999999818,4.110000000000014,-1.240000000000009,0.0,0.017899999999997362,0.0,0.0,0.0,-5.684341886080802e-14,0.0,0.0,-0.025161290322580854,108.29055555555556,106.81444444444445,106.91833333333332,107.14722222222223,-1.4210854715202004e-14,-0.07000000000000028,-0.07000000000000028,-0.0600000000000005,-0.02999999999999936,0.05000000000000071,0.10999999999999943,0.11999999999999922,0.08000000000000007,0.019999999999999574,-0.02999999999999936,-0.05999999999999872,75572.74193548386,-2.2903225806512637,-3.193548387096598,62.383870967741935,0.0,-0.003225806451613078,0.0,0.0,-0.10999999999998522,0.019999999999999574,-1.0,0.0
2023-01-07,-0.00010040472921346577,-0.00046583077637407655,-0.0004209730147337609,-0.0006179093298772642,-0.0006348557891104889,-0.0006826763729979035,-0.00023277449482250745,0.0002179273352993505,0.0002184700599556777,-0.0010467297932628128,0.0002956002164005156,0.00018427630936024286,9.784699291337517e-05,1.4210854715202004e-14,111.35068493150686,1.4210854715202004e-14,0.0,109.08684931506849,109.58027397260274,111.2868493150685,1.4210854715202004e-14,0.0,106.96054794520548,108.45068493150686,107.95232876712329,111.76054794520547,108.03945205479452,100.57287671232876,109.78027397260274,109.73917808219178,0.0,0.0,0.0,0.0,0.0,-1.8189894035458565e-12,0.0,0.0,0.0,0.0,0.0,-0.025161290322580854,108.22466666666666,106.73133333333334,106.832,107.06666666666666,1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75567.29032258065,-2.290322580636712,-3.193548387096598,62.38064516129032,0.0,-0.003225806451613078,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08,-0.00010040472921701848,-0.00046583077637052384,-0.0004209730147302082,-0.0006179093298790406,-0.0006348557891104889,-0.0006826763729979035,-0.0002327744948242838,0.0002179273353029032,0.0002184700599556777,-0.0010467297932628128,0.0002956002164005156,0.00018427630936201922,9.784699291337517e-05,-1.4210854715202004e-14,111.34246575342466,-1.4210854715202004e-14,1.4210854715202004e-14,109.08465753424657,109.57698630136986,111.28465753424658,-1.4210854715202004e-14,-1.4210854715202004e-14,106.95397260273973,108.44246575342466,107.94438356164383,111.75397260273972,108.04602739726027,100.61835616438356,109.77698630136986,109.72904109589041,0.0,0.0,0.0,0.0,0.0,1.8189894035458565e-12,0.0,0.0,0.0,0.0,0.0,-0.025161290322580854,108.15877777777779,106.64822222222223,106.74566666666666,106.98611111111111,-1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75561.83870967742,-2.2903225806512637,-3.193548387097053,62.37741935483871,0.0,-0.003225806451612634,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-09,-0.00010040472921346577,-0.00046583077637052384,-0.0004209730147302082,-0.0006179093298790406,-0.0006348557891104889,-0.0006826763729961272,-0.0002327744948242838,0.0002179273353029032,0.0002184700599556777,-0.0010467297932628128,0.0002956002164005156,0.00018427630936024286,9.784699291159882e-05,0.0,111.33424657534248,1.4210854715202004e-14,-1.4210854715202004e-14,109.08246575342466,109.57369863013697,111.28246575342466,0.0,1.4210854715202004e-14,106.94739726027397,108.43424657534247,107.93643835616439,111.74739726027397,108.05260273972603,100.66383561643835,109.77369863013698,109.71890410958903,1.1200000000001182,13.460000000000036,5.440000000000055,0.0,-0.03489999999999327,0.0,0.0,0.0,0.0,0.0,0.0,-0.025161290322580854,108.0928888888889,106.56511111111111,106.65933333333332,106.90555555555555,1.4210854715202004e-14,0.17999999999999972,0.2599999999999998,0.3000000000000007,0.3199999999999994,0.29000000000000004,0.1899999999999995,0.0600000000000005,0.02999999999999936,0.07000000000000028,0.11999999999999922,0.129999999999999,75556.3870967742,-2.2903225806512637,-3.193548387096598,62.3741935483871,0.0,-0.003225806451613078,-0.03000000000000025,-209.47000000000003,-0.6500000000000057,0.129999999999999,-5.0,0.0
2023-01-10,-0.00010040472921701848,-0.00046583077637052384,-0.0004209730147337609,-0.0006179093298772642,-0.0006348557891104889,-0.0006826763729979035,-0.00023277449482250745,0.0002179273352993505,0.0002184700599556777,-0.0010467297932628128,0.0002956002164005156,0.00018427630936024286,9.784699291337517e-05,1.4210854715202004e-14,111.32602739726028,0.0,0.0,109.08027397260274,109.5704109589041,111.28027397260274,1.4210854715202004e-14,0.0,106.94082191780822,108.42602739726027,107.92849315068493,111.74082191780822,108.05917808219178,100.70931506849315,109.77041095890411,109.70876712328767,1.0,-1.4600000000000364,7.440000000000055,0.0,-0.07150000000000034,-1.8189894035458565e-12,0.0,0.0,0.0,0.0,0.0,-0.025161290322580854,108.027,106.482,106.573,106.825,-1.4210854715202004e-14,-0.04999999999999982,0.020000000000000462,0.05999999999999961,0.08000000000000007,0.0699999999999994,0.019999999999999574,-0.009999999999999787,0.0,0.019999999999999574,0.019999999999999574,0.02999999999999936,75550.93548387097,-2.290322580636712,-3.193548387096598,62.37096774193548,0.0,-0.003225806451613078,-0.1299999999999999,-213.60000000000002,-0.1699999999999875,0.02000000000000135,-2.0,0.0
2023-01-11,-0.00010040472921346577,-0.00046583077637052384,-0.0004209730147302082,-0.0006179093298790406,-0.0006348557891104889,-0.0006826763729979035,-0.0002327744948242838,0.0002179273353029032,0.0002184700599592304,-0.0010467297932610364,0.00029560021640229195,0.00018427630936201922,9.784699291337517e-05,-1.4210854715202004e-14,111.31780821917809,-1.4210854715202004e-14,1.4210854715202004e-14,109.07808219178082,109.56712328767122,111.27808219178083,-1.4210854715202004e-14,0.0,106.93424657534247,108.41780821917808,107.92054794520548,111.73424657534247,108.06575342465753,100.75479452054795,109.76712328767123,109.6986301369863,0.4299999999998363,-7.169999999999959,-10.950000000000045,0.0,0.15840000000000032,1.8189894035458565e-12,0.0,0.0,0.0,0.0,0.0,-0.025161290322580854,107.96111111111111,106.39888888888889,106.48666666666666,106.74444444444444,1.4210854715202004e-14,-0.03000000000000025,-0.04999999999999982,-0.07000000000000028,-0.0699999999999994,-0.05999999999999961,-0.009999999999999787,0.049999999999998934,0.07000000000000028,0.0600000000000005,0.0600000000000005,0.0600000000000005,75545.48387096774,-2.2903225806512637,-3.193548387097053,62.36774193548387,0.0,-0.003225806451612634,-0.20000000000000018,75.44999999999999,-0.2600000000000193,0.03999999999999915,-2.0,0.0
2023-01-12,-0.00010040472921701848,-0.00046583077637052384,-0.0004209730147337609,-0.0006179093298790406,-0.0006348557891104889,-0.0006826763729979035,-0.0002327744948242838,0.0002179273352993505,0.0002184700599556777,-0.0010467297932628128,0.0002956002164005156,0.00018427630936024286,9.784699291337517e-05,1.4210854715202004e-14,111.30958904109589,1.4210854715202004e-14,-1.4210854715202004e-14,109.0758904109589,109.56383561643835,111.27589041095891,0.0,0.0,106.92767123287672,108.40958904109588,107.91260273972603,111.72767123287672,108.07232876712328,100.80027397260274,109.76383561643836,109.68849315068493,-0.7899999999999636,-10.879999999999995,11.809999999999945,0.0,-0.2353000000000094,0.0,0.0,0.0,0.0,0.0,0.0,-0.025161290322580854,107.89522222222223,106.31577777777778,106.40033333333332,106.66388888888889,-1.4210854715202004e-14,0.03000000000000025,0.02999999999999936,0.040000000000000036,0.02999999999999936,0.019999999999999574,0.009999999999999787,-0.019999999999999574,-0.03999999999999915,-0.03999999999999915,-0.049999999999998934,-0.049999999999998934,75540.03225806452,-2.290322580636712,-3.193548387096598,62.36451612903225,0.0,-0.003225806451613078,-0.0699999999999994,-78.62,0.060000000000002274,0.0,-1.0,0.0
2023-01-13,-0.00010040472921346577,-0.00046583077637052384,-0.0004209730147302082,-0.0006179093298790406,-0.0006348557891104889,-0.0006826763729979035,-0.0002327744948242838,0.0002179273353029032,0.0002184700599556777,-0.0010467297932628128,0.0002956002164005156,0.00018427630936201922,9.784699291337517e-05,-1.4210854715202004e-14,111.3013698630137,0.0,1.4210854715202004e-14,109.07369863013697,109.56054794520547,111.27369863013698,1.4210854715202004e-14,0.0,106.92109589041095,108.4013698630137,107.90465753424658,111.72109589041095,108.07890410958905,100.84575342465753,109.76054794520547,109.67835616438356,0.22000000000002728,1.919999999999959,1.1200000000000045,0.0,0.21390000000000953,-1.8189894035458565e-12,0.0,0.0,5.684341886080802e-14,0.0,0.0,-0.025161290322579077,107.82933333333334,106.23266666666667,106.314,106.58333333333333,1.4210854715202004e-14,-0.020000000000000462,0.0,0.009999999999999787,0.03000000000000025,0.040000000000000036,0.009999999999999787,-0.019999999999999574,-0.010000000000001563,-0.009999999999999787,0.0,0.0,75534.58064516129,-2.2903225806512637,-3.193548387097053,62.36129032258064,0.0,-0.003225806451612634,-0.1900000000000004,41.34000000000003,0.14000000000001478,0.0,-1.0,0.0
2023-01-14,-0.00010040472921701848,-0.00046583077637052384,-0.0004209730147337609,-0.0006179093298772642,-0.0006348557891104889,-0.0006826763729961272,-0.00023277449482250745,0.0002179273353029032,0.0002184700599556777,-0.0010467297932628128,0.0002956002164005156,0.00018427630936024286,9.784699291337517e-05,0.0,111.29315068493152,-1.4210854715202004e-14,-1.4210854715202004e-14,109.07150684931506,109.5572602739726,111.27150684931506,-1.4210854715202004e-14,0.0,106.9145205479452,108.39315068493151,107.89671232876712,111.7145205479452,108.0854794520548,100.89123287671232,109.7572602739726,109.66821917808218,0.0,0.0,0.0,0.0,0.0,1.8189894035458565e-12,0.0,0.0,-5.684341886080802e-14,0.0,0.0,-0.025161290322580854,107.76344444444445,106.14955555555557,106.22766666666666,106.50277777777778,-1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75529.12903225806,-2.2903225806512637,-3.193548387096598,62.35806451612903,0.0,-0.003225806451613078,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-15,-0.00010040472921346577,-0.00046583077637052384,-0.0004209730147302082,-0.0006179093298790406,-0.0006348557891104889,-0.0006826763729979035,-0.0002327744948242838,0.0002179273352993505,0.0002184700599556777,-0.0010467297932628128,0.0002956002164005156,0.00018427630936024286,9.784699291337517e-05,1.4210854715202004e-14,111.28493150684932,1.4210854715202004e-14,0.0,109.06931506849314,109.55397260273972,111.26931506849314,0.0,0.0,106.90794520547945,108.38493150684931,107.88876712328766,111.70794520547945,108.09205479452055,100.93671232876711,109.75397260273972,109.65808219178082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.025161290322580854,107.69755555555555,106.06644444444444,106.14133333333332,106.42222222222222,1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75523.67741935483,-2.290322580636712,-3.193548387096598,62.354838709677416,0.0,-0.003225806451613078,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-16,-0.00010040472921701848,-0.00046583077637052384,-0.0004209730147337609,-0.0006179093298790406,-0.0006348557891104889,-0.0006826763729979035,-0.0002327744948242838,0.0002179273353029032,0.0002184700599556777,-0.0010467297932628128,0.0002956002164005156,0.00018427630936201922,9.784699291337517e-05,-1.4210854715202004e-14,111.27671232876713,0.0,1.4210854715202004e-14,109.06712328767122,109.55068493150685,111.26712328767123,0.0,0.0,106.9013698630137,108.37671232876713,107.88082191780822,111.7013698630137,108.0986301369863,100.98219178082192,109.75068493150684,109.64794520547945,-2.0599999999999454,-18.83000000000004,14.710000000000036,0.0,-0.1255000000000024,0.0,0.0,0.0,0.0,0.0,0.0,-0.025161290322580854,107.63166666666667,105.98333333333333,106.05499999999999,106.34166666666667,-1.4210854715202004e-14,-0.019999999999999574,0.0,0.020000000000000462,0.009999999999999787,-0.009999999999999787,-0.009999999999999787,-0.02000000000000135,-0.019999999999999574,0.009999999999999787,0.03999999999999915,0.049999999999998934,75518.2258064516,-2.2903225806512637,-3.193548387097053,62.351612903225806,0.0,-0.003225806451612634,0.1200000000000001,-100.87,0.07999999999998408,0.009999999999999787,-3.0,0.0
2023-01-17,-0.00010040472921346577,-0.00046583077637407655,-0.0004209730147302082,-0.0006179093298772642,-0.0006348557891122653,-0.0006826763729979035,-0.00023277449482250745,0.0002179273352993505,0.0002184700599592304,-0.0010467297932610364,0.00029560021640229195,0.00018427630936024286,9.784699291337517e-05,1.4210854715202004e-14,111.26849315068493,-1.4210854715202004e-14,-1.4210854715202004e-14,109.0649315068493,109.54739726027397,111.26493150684931,1.4210854715202004e-14,0.0,106.89479452054795,108.36849315068493,107.87287671232876,111.69479452054794,108.10520547945205,101.02767123287671,109.74739726027397,109.63780821917808,0.5699999999999363,0.11000000000001364,2.0299999999999727,0.0,0.07909999999999684,-1.8189894035458565e-12,0.0,0.0,0.0,0.0,0.0,-0.025161290322580854,107.56577777777778,105.90022222222223,105.96866666666666,106.2611111111111,1.4210854715202004e-14,0.0,-0.009999999999999787,-0.03000000000000025,-0.02999999999999936,-0.04999999999999982,-0.05999999999999872,-0.02999999999999936,-0.009999999999999787,0.049999999999998934,0.10999999999999943,0.14000000000000057,75512.7741935484,-2.290322580636712,-3.193548387096598,62.34838709677419,0.0,-0.003225806451613078,0.08999999999999986,-118.34,0.09000000000000341,-0.009999999999999787,-1.0,0.0
2023-01-18,-0.00010040472921701848,-0.00046583077637052384,-0.0004209730147302082,-0.0006179093298790406,-0.0006348557891104889,-0.0006826763729979035,-0.0002327744948242838,0.0002179273353029032,0.0002184700599556777,-0.0010467297932628128,0.0002956002164005156,0.00018427630936201922,9.784699291337517e-05,-1.4210854715202004e-14,111.26027397260275,1.4210854715202004e-14,0.0,109.06273972602739,109.54410958904108,111.26273972602739,-1.4210854715202004e-14,0.0,106.8882191780822,108.36027397260274,107.86493150684932,111.68821917808219,108.1117808219178,101.0731506849315,109.74410958904109,109.62767123287671,-0.39000000000010004,7.6299999999999955,-8.589999999999918,0.0,-0.07559999999999434,1.8189894035458565e-12,0.0,0.0,0.0,0.0,0.0,-0.025161290322580854,107.49988888888889,105.81711111111112,105.88233333333334,106.18055555555556,-1.4210854715202004e-14,0.03000000000000025,0.020000000000000462,0.020000000000000462,0.009999999999999787,-0.009999999999999787,-0.009999999999999787,0.0,0.02999999999999936,0.009999999999999787,0.0,0.0,75507.32258064517,-2.2903225806512637,-3.193548387097053,62.34516129032258,0.0,-0.003225806451612634,0.03000000000000025,140.92999999999998,-0.12000000000000455,0.019999999999999574,1.0,0.0
2023-01-19,-0.00010040472921346577,-0.00046583077637052384,-0.0004209730147337609,-0.0006179093298790406,-0.0006348557891104889,-0.0006826763729979035,-0.0002327744948242838,0.0002179273352993505,0.0002184700599556777,-0.0010467297932628128,0.0002956002164005156,0.00018427630936024286,9.784699291337517e-05,1.4210854715202004e-14,111.25205479452056,0.0,1.4210854715202004e-14,109.06054794520547,109.54082191780822,111.26054794520547,0.0,0.0,106.88164383561644,108.35205479452055,107.85698630136986,111.68164383561644,108.11835616438356,101.1186301369863,109.74082191780822,109.61753424657535,1.290000000000191,-10.829999999999927,-8.240000000000009,0.0,0.03899999999998727,0.0,0.0,0.0,0.0,0.0,0.0,-0.025161290322580854,107.434,105.73400000000001,105.79599999999999,106.1,1.4210854715202004e-14,0.040000000000000036,0.02999999999999936,0.019999999999999574,0.03000000000000025,0.040000000000000036,0.02999999999999936,0.019999999999999574,0.0,0.0,-0.009999999999999787,-0.009999999999999787,75501.87096774194,-2.290322580636712,-3.193548387096598,62.34193548387096,0.0,-0.003225806451613078,-0.03000000000000025,120.57,0.25,-0.02999999999999936,0.0,0.0
2023-01-20,-0.00010040472921701848,-0.00046583077637052384,-0.00042097301473198456,-0.0006179093298772642,-0.0006348557891104889,-0.0006826763729961272,-0.00023277449482250745,0.0002179273353029032,0.0002184700599556777,-0.0010467297932628128,0.0002956002164005156,0.00018427630936024286,9.784699291337517e-05,-1.4210854715202004e-14,111.24383561643836,-1.4210854715202004e-14,-1.4210854715202004e-14,109.05835616438355,109.53753424657533,111.25835616438356,1.4210854715202004e-14,0.0,106.87506849315068,108.34383561643835,107.84904109589041,111.67506849315069,108.12493150684932,101.16410958904109,109.73753424657534,109.60739726027397,0.38999999999987267,2.159999999999968,4.490000000000009,0.0,-0.11899999999999977,-1.8189894035458565e-12,0.0,0.0,0.0,0.0,0.0,-0.025161290322580854,107.36811111111112,105.65088888888889,105.70966666666666,106.01944444444445,-1.4210854715202004e-14,0.02999999999999936,0.03000000000000025,0.03000000000000025,0.019999999999999574,0.019999999999999574,0.0,-0.009999999999999787,0.010000000000001563,0.05000000000000071,0.08000000000000007,0.08999999999999986,75496.41935483871,-2.2903225806512637,-3.193548387096598,62.33870967741935,0.0,-0.003225806451613078,-0.019999999999999574,127.96999999999997,-0.060000000000002274,0.009999999999999787,-2.0,0.0
2023-01-21,-0.00010040472921346577,-0.00046583077637052384,-0.0004209730147302082,-0.0006179093298790406,-0.0006348557891104889,-0.0006826763729979035,-0.0002327744948242838,0.0002179273353029032,0.0002184700599556777,-0.0010467297932628128,0.0002956002164005156,0.00018427630936201922,9.784699291337517e-05,0.0,111.23561643835617,1.4210854715202004e-14,1.4210854715202004e-14,109.05616438356164,109.53424657534246,111.25616438356164,-1.4210854715202004e-14,-1.4210854715202004e-14,106.86849315068493,108.33561643835617,107.84109589041095,111.66849315068492,108.13150684931507,101.20958904109588,109.73424657534247,109.5972602739726,0.0,0.0,0.0,0.0,0.0,1.8189894035458565e-12,0.0,0.0,5.684341886080802e-14,0.0,0.0,-0.025161290322579077,107.30222222222223,105.56777777777778,105.62333333333333,105.93888888888888,1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75490.96774193548,-2.2903225806512637,-3.193548387097053,62.33548387096774,0.0,-0.003225806451612634,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-22,-0.00010040472921701848,-0.00046583077637052384,-0.00042097301473198456,-0.0006179093298790406,-0.0006348557891104889,-0.0006826763729979035,-0.0002327744948242838,0.0002179273352993505,0.0002184700599556777,-0.0010467297932628128,0.0002956002164005156,0.00018427630936024286,9.784699291337517e-05,1.4210854715202004e-14,111.22739726027397,-1.4210854715202004e-14,-1.4210854715202004e-14,109.05397260273972,109.53095890410958,111.25397260273972,0.0,1.4210854715202004e-14,106.86191780821918,108.32739726027397,107.83315068493151,111.66191780821917,108.13808219178082,101.25506849315069,109.73095890410958,109.58712328767123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.684341886080802e-14,0.0,0.0,-0.025161290322580854,107.23633333333333,105.48466666666667,105.53699999999999,105.85833333333333,-1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75485.51612903226,-2.290322580636712,-3.193548387096598,62.332258064516125,0.0,-0.003225806451613078,0.0,0.0,0.0,0.0,0.0,0.0
